Function / Call Stack,CPI Rate,CPU_CLK_UNHALTED.THREAD,CPU_CLK_UNHALTED.REF_TSC,INST_RETIRED.ANY,INST_RETIRED.PREC_DIST,OFFCORE_RESPONSE:request=DEMAND_RFO:response=L3_HIT.SNOOP_HITM,BR_MISP_RETIRED.ALL_BRANCHES_PS,CYCLE_ACTIVITY.STALLS_MEM_ANY,FRONTEND_RETIRED.DSB_MISS_PS,FRONTEND_RETIRED.L2_MISS_PS,FRONTEND_RETIRED.LATENCY_GE_16_PS,FRONTEND_RETIRED.LATENCY_GE_2_BUBBLES_GE_1_PS,FRONTEND_RETIRED.STLB_MISS_PS,MEM_INST_RETIRED.ALL_STORES_PS,MEM_INST_RETIRED.LOCK_LOADS_PS,MEM_INST_RETIRED.SPLIT_LOADS_PS,MEM_INST_RETIRED.SPLIT_STORES_PS,MEM_INST_RETIRED.STLB_MISS_LOADS_PS,MEM_INST_RETIRED.STLB_MISS_STORES_PS,MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM_PS,MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT_PS,MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS_PS,MEM_LOAD_RETIRED.FB_HIT_PS,MEM_LOAD_RETIRED.L1_HIT_PS,MEM_LOAD_RETIRED.L1_MISS_PS,MEM_LOAD_RETIRED.L2_HIT_PS,MEM_LOAD_RETIRED.L3_HIT_PS,MEM_LOAD_RETIRED.L3_MISS_PS,ARITH.DIVIDER_ACTIVE,BACLEARS.ANY,CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE,CPU_CLK_UNHALTED.REF_XCLK,CPU_CLK_UNHALTED.THREAD_P,CYCLE_ACTIVITY.STALLS_L1D_MISS,CYCLE_ACTIVITY.STALLS_L2_MISS,CYCLE_ACTIVITY.STALLS_L3_MISS,DSB2MITE_SWITCHES.PENALTY_CYCLES,DTLB_LOAD_MISSES.STLB_HIT,DTLB_LOAD_MISSES.WALK_ACTIVE,DTLB_STORE_MISSES.STLB_HIT,DTLB_STORE_MISSES.WALK_ACTIVE,EXE_ACTIVITY.1_PORTS_UTIL,EXE_ACTIVITY.2_PORTS_UTIL,EXE_ACTIVITY.BOUND_ON_STORES,EXE_ACTIVITY.EXE_BOUND_0_PORTS,FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE,FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE,FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE,FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE,FP_ARITH_INST_RETIRED.SCALAR_DOUBLE,FP_ARITH_INST_RETIRED.SCALAR_SINGLE,FP_ASSIST.ANY,ICACHE_16B.IFDATA_STALL,ICACHE_16B.IFDATA_STALL:cmask=1:e=yes,ICACHE_64B.IFTAG_STALL,IDQ.ALL_DSB_CYCLES_4_UOPS,IDQ.ALL_DSB_CYCLES_ANY_UOPS,IDQ.ALL_MITE_CYCLES_4_UOPS,IDQ.ALL_MITE_CYCLES_ANY_UOPS,IDQ.DSB_UOPS,IDQ.MITE_UOPS,IDQ.MS_SWITCHES,IDQ.MS_UOPS,IDQ_UOPS_NOT_DELIVERED.CORE,IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE,ILD_STALL.LCP,INT_MISC.CLEAR_RESTEER_CYCLES,INT_MISC.RECOVERY_CYCLES,L1D_PEND_MISS.FB_FULL:cmask=1,L1D_PEND_MISS.PENDING,L2_RQSTS.RFO_HIT,LD_BLOCKS.NO_SR,LD_BLOCKS.STORE_FORWARD,LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,LSD.CYCLES_4_UOPS,LSD.CYCLES_ACTIVE,LSD.UOPS,MACHINE_CLEARS.COUNT,OFFCORE_REQUESTS_BUFFER.SQ_FULL,OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=4,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO,OTHER_ASSISTS.ANY,RS_EVENTS.EMPTY_CYCLES,RS_EVENTS.EMPTY_END,UOPS_DISPATCHED_PORT.PORT_0,UOPS_DISPATCHED_PORT.PORT_1,UOPS_DISPATCHED_PORT.PORT_2,UOPS_DISPATCHED_PORT.PORT_3,UOPS_DISPATCHED_PORT.PORT_4,UOPS_DISPATCHED_PORT.PORT_5,UOPS_DISPATCHED_PORT.PORT_6,UOPS_DISPATCHED_PORT.PORT_7,UOPS_EXECUTED.CORE_CYCLES_GE_1,UOPS_EXECUTED.CORE_CYCLES_GE_2,UOPS_EXECUTED.CORE_CYCLES_GE_3,UOPS_EXECUTED.CORE_CYCLES_NONE,UOPS_EXECUTED.THREAD,UOPS_EXECUTED.X87,UOPS_ISSUED.ANY,UOPS_RETIRED.RETIRE_SLOTS,VECTORIZABLE
s173,0.593,17800000000,12925000000,30000000000,27820041730,0,0,1040001560,0,0,0,0,0,2080003120,0,0,0,0,0,0,0,0,6318189540,520000780,1950058500,1924057720,26010920,0,0,0,120936270,123537050,17420026130,1300001950,0,260000390,0,0,0,0,0,1300001950,3380005070,0,0,0,7800011700,0,0,0,0,0,0,0,0,5460008190,5460008190,0,0,26000039000,0,0,0,0,0,0,0,0,260000390,36920055380,78001170,0,0,13000390,0,0,0,0,0,1300001950,2600003900,520000780,0,0,0,3640005460,3640005460,10920016380,10920016380,7280010920,8060012090,2860004290,0,15080022620,13260019890,10140015210,1040001560,47320070980,0,26000039000,26000039000,Y
s174,0.592,17800000000,12900000000,30050000000,27300040950,0,0,1040001560,0,0,0,0,0,2080003120,0,0,0,0,0,0,0,0,6084182520,780001170,1885056550,1859055770,26010920,0,0,0,114434320,115734710,16380024570,1300001950,260000390,0,0,0,0,0,0,1560002340,3380005070,0,0,0,7540011310,0,0,0,0,0,0,0,0,6240009360,6240009360,0,0,27820041730,0,0,0,0,0,0,0,0,0,38480057720,52000780,0,0,13000390,0,0,0,0,0,1300001950,2600003900,520000780,0,0,0,3640005460,3640005460,10920016380,10920016380,7280010920,8060012090,2860004290,0,14820022230,13520020280,10140015210,1300001950,47320070980,0,25480038220,25480038220,Y
s175,0.835,32050000000,23375000000,38400000000,36140054210,0,0,7540011310,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,13000390,6760010140,0,0,0,0,0,0,213263960,209362790,30420045630,260000390,0,0,0,0,0,13000390,0,6500009750,9100013650,0,260000390,0,0,0,0,0,5980008970,0,0,0,0,5720008580,5720008580,0,260000390,29120043680,0,0,260000390,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520000780,4940007410,0,0,0,0,3120004680,3120004680,9100013650,9100013650,6240009360,9620014430,8840013260,0,23140034710,16120024180,7020010530,7280010920,48620072930,0,29900044850,30420045630,N
s176,0.476,3650000000,2700000000,7675000000,7280010920,0,0,260000390,0,0,0,0,0,260000390,0,156004680,0,0,0,0,0,0,1079032370,520000780,195005850,182005460,0,0,0,0,24707410,24707410,3640005460,0,0,0,0,0,0,0,0,520000780,520000780,0,0,0,2340003510,0,0,0,0,0,0,0,0,1040001560,1560002340,0,0,7020010530,0,0,0,0,0,0,0,0,0,5720008580,0,0,0,130003900,0,0,0,0,0,0,520000780,0,0,0,0,1560002340,1560002340,2340003510,2080003120,1300001950,1560002340,780001170,0,3380005070,3120004680,2600003900,0,11440017160,0,7020010530,6760010140,Y
s2101,0.935,2900000000,2075000000,3100000000,2340003510,0,0,520000780,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,13000390,260000390,754022620,741022230,6502730,0,0,0,22106630,23407020,3380005070,1040001560,0,0,0,780001170,0,338010140,0,780001170,780001170,0,0,0,0,0,0,0,1300001950,0,0,0,0,520000780,780001170,0,0,2600003900,0,0,0,0,0,0,0,0,520000780,15600023400,0,0,0,0,0,0,0,0,0,0,780001170,0,0,0,0,260000390,260000390,780001170,780001170,520000780,780001170,520000780,0,1820002730,1300001950,780001170,780001170,3900005850,0,2340003510,2340003510,Y
s2102,1,75000000,100000000,75000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300390,520000780,0,0,0,0,0,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000390,0,0,0,0,260000390,0,0,0,0,0,0,0,Y
s211,0.688,12675000000,9425000000,18425000000,16900025350,0,0,1560002340,0,0,0,0,0,780001170,0,416012480,0,0,0,0,0,0,2795083850,1820002730,338010140,299008970,39016380,0,0,0,81924570,81924570,11440017160,1560002340,780001170,0,0,0,0,13000390,0,1300001950,2600003900,0,0,0,5980008970,0,0,0,0,0,0,0,0,3120004680,3900005850,0,0,17680026520,0,0,0,0,0,0,0,0,0,30420045630,312004680,0,0,1560046800,0,0,0,0,1560002340,8320012480,11180016770,1560002340,0,0,0,3120004680,3120004680,5720008580,5980008970,3120004680,7020010530,1040001560,0,9620014430,8320012480,5720008580,1820002730,27560041340,0,16120024180,16120024180,Y
s2111,1.289,29550000000,22100000000,22925000000,21320031980,0,0,11440017160,0,0,0,0,0,1300001950,0,0,0,0,0,0,0,0,0,3900005850,0,0,0,0,0,0,192457720,196358890,27820041730,0,0,0,0,0,0,0,0,9100013650,4160006240,0,0,0,0,0,0,0,4680007020,0,0,0,0,4940007410,4940007410,0,0,19760029640,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000390,780001170,0,0,0,0,2860004290,2860004290,6240009360,5720008580,4940007410,1820002730,2860004290,0,16380024570,7020010530,2600003900,12480018720,26000039000,0,19240028860,19240028860,N
s212,0.732,9950000000,7400000000,13600000000,12740019110,0,0,1820002730,13000910,0,0,0,0,1040001560,0,221006630,0,0,0,0,0,0,3081092430,520000780,546016380,468014040,78032760,0,0,0,66319890,63719110,9360014040,1560002340,780001170,0,0,0,0,13000390,0,1300001950,1820002730,0,0,0,4680007020,0,0,0,0,0,0,0,0,2340003510,2860004290,0,0,11960017940,0,0,0,0,0,0,0,0,0,25480038220,0,0,0,0,0,0,0,0,1040001560,6500009750,9100013650,0,0,260000390,0,2340003510,2340003510,5200007800,5200007800,2860004290,3380005070,1040001560,0,7540011310,6500009750,4420006630,1820002730,22360033540,0,11960017940,12220018330,Y
s221,1.866,39975000000,29525000000,21425000000,20280030420,0,0,19500029250,0,0,0,0,0,1040001560,0,0,0,0,0,0,0,0,676020280,4680007020,65001950,65001950,13005460,0,0,0,262678780,257477220,36400054600,520000780,260000390,0,0,0,0,0,0,9620014430,4680007020,0,0,0,1300001950,0,0,0,5720008580,0,0,0,0,3380005070,4160006240,0,0,18460027690,0,0,0,0,0,0,0,0,0,7020010530,0,0,0,741022230,0,0,0,0,520000780,2600003900,9100013650,0,0,0,0,3900005850,3900005850,6240009360,7280010920,3900005850,4420006630,2860004290,0,18200027300,8580012870,3640005460,19500029250,32500048750,0,18720028080,18720028080,Y
s222,1.403,29775000000,21500000000,21225000000,19500029250,0,0,13000019500,0,0,0,0,0,1300001950,0,0,0,0,0,0,0,0,1456043680,1820002730,234007020,195005850,32513650,0,0,0,191157330,191157330,27820041730,780001170,520000780,0,0,260000390,0,0,0,5980008970,5460008190,0,0,0,2860004290,0,0,0,3120004680,0,0,0,0,2860004290,4940007410,0,0,18200027300,0,0,0,0,0,0,0,0,0,16640024960,0,0,0,0,0,0,0,0,520000780,4160006240,7540011310,0,0,0,0,2860004290,2860004290,5200007800,5460008190,4420006630,4680007020,2860004290,0,14560021840,8580012870,3120004680,13260019890,28600042900,0,17940026910,17940026910,Y
s2233,0.57,7000000000,5300000000,12275000000,11180016770,0,0,1040001560,0,0,0,0,0,780001170,0,0,0,0,0,0,0,0,858025740,1820002730,156004680,117003510,26010920,0,0,0,49414820,48114430,6760010140,520000780,0,0,0,0,0,39001170,0,780001170,1820002730,0,0,0,2600003900,0,0,0,260000390,0,0,0,0,2600003900,2600003900,0,0,10920016380,0,0,0,0,0,0,0,0,0,8840013260,416006240,0,0,0,0,0,0,0,780001170,2600003900,5200007800,1820002730,0,0,0,1300001950,1300001950,3900005850,3640005460,2340003510,3120004680,1820002730,260000390,5720008580,4940007410,3380005070,780001170,17420026130,0,9880014820,9880014820,Y
s2244,0.658,8175000000,5950000000,12425000000,12480018720,0,0,520000780,0,0,0,0,0,780001170,0,0,234007020,0,0,0,0,0,1833054990,520000780,364010920,325009750,32513650,0,0,0,57217160,57217160,8060012090,520000780,260000390,0,0,0,0,26000780,0,1040001560,2340003510,0,0,0,2860004290,0,0,0,0,0,0,0,0,2080003120,2340003510,0,0,10400015600,0,0,0,0,0,0,260000390,0,0,9880014820,260003900,0,0,0,0,0,0,0,260000390,4160006240,6760010140,1040001560,0,260000390,0,1560002340,1560002340,3900005850,3900005850,3120004680,5720008580,260000390,0,7800011700,6760010140,3900005850,520000780,20540030810,0,12220018330,11960017940,Y
s2251,1.536,63150000000,46925000000,41100000000,39000058500,0,0,22100033150,0,0,0,0,0,2080003120,0,0,0,0,0,0,0,0,1274038220,10400015600,338010140,247007410,78032760,0,0,0,422626750,422626750,59540089310,1560002340,1040001560,0,0,0,0,39001170,0,17420026130,13260019890,0,260000390,0,1300001950,0,0,0,11700017550,0,0,0,26000390,7020010530,7020010530,0,0,35360053040,260000390,0,0,0,0,0,0,0,260000390,18980028470,624009360,0,0,0,0,0,0,0,1560002340,5980008970,17680026520,2340003510,0,260000390,0,7020010530,6760010140,14560021840,14040021060,7540011310,8580012870,5720008580,0,36660054990,19240028860,5720008580,22880034320,64480096720,0,35880053820,35620053430,Y
s2275,0.777,4700000000,3475000000,6050000000,5980008970,0,0,780001170,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,1417042510,260000390,234007020,208006240,39016380,0,0,0,31209360,31209360,4420006630,780001170,780001170,0,0,0,0,0,0,780001170,780001170,0,0,0,2340003510,0,0,0,0,0,0,0,0,780001170,1040001560,0,0,5200007800,0,0,0,0,0,0,0,0,0,13780020670,26000390,0,0,0,0,0,0,0,780001170,2860004290,3900005850,260000390,0,0,0,1300001950,1300001950,2340003510,2340003510,1300001950,1300001950,520000780,0,3640005460,2860004290,2340003510,1040001560,10400015600,0,5460008190,5720008580,Y
s231,0.557,12775000000,9200000000,22950000000,21840032760,0,0,1040001560,0,0,0,0,0,1300001950,0,0,0,0,0,0,0,0,0,5460008190,0,0,0,0,0,0,83224960,84525350,11960017940,0,0,0,0,0,0,26000780,0,1300001950,2600003900,0,0,0,0,0,0,0,4680007020,0,0,0,0,2340003510,4940007410,0,0,19500029250,0,0,0,0,0,0,0,0,0,0,260003900,0,0,0,0,0,0,0,0,0,4160006240,520000780,0,0,0,2600003900,2600003900,7280010920,7020010530,4940007410,6500009750,3120004680,0,11180016770,9620014430,7020010530,1040001560,33540050310,0,19500029250,19500029250,Y
s232,2.215,29350000000,21100000000,13250000000,12480018720,0,0,16120024180,0,0,0,0,0,780001170,0,0,0,0,0,0,0,0,78002340,2080003120,26000780,13000390,6502730,0,0,0,193758110,192457720,28080042120,260000390,260000390,0,0,0,0,0,0,7540011310,3120004680,0,0,0,0,0,0,0,4680007020,0,0,0,0,2600003900,2600003900,0,0,11960017940,0,0,0,260000390,0,0,0,260000390,0,780001170,78001170,0,0,0,0,0,0,0,0,780001170,3640005460,260000390,0,260000390,0,2340003510,2340003510,3120004680,3120004680,2340003510,1820002730,2080003120,0,11700017550,4420006630,1040001560,16120024180,17420026130,0,11440017160,10920016380,N
s233,1.431,41700000000,30075000000,29150000000,27560041340,0,0,17680026520,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,429012870,5200007800,65001950,52001560,13005460,0,0,0,276983070,274382290,40040060060,260000390,260000390,0,0,0,0,26000780,0,9100013650,7280010920,260000390,0,0,1040001560,0,0,0,4940007410,0,0,0,0,3900005850,6240009360,0,260000390,24960037440,0,0,0,260000390,0,0,0,260000390,0,4160006240,208003120,0,0,0,0,0,0,0,260000390,2080003120,9620014430,1040001560,0,260000390,0,3120004680,3120004680,8580012870,7020010530,5980008970,7020010530,4940007410,0,21580032370,12220018330,4680007020,17680026520,40820061230,0,24700037050,24700037050,Y
s235,0.733,11475000000,8425000000,15650000000,14560021840,0,0,1300001950,0,0,0,0,0,780001170,0,0,0,0,0,0,0,0,65001950,3900005850,0,0,6502730,0,0,0,72821840,71521450,10400015600,0,0,0,0,0,0,39001170,0,2600003900,2600003900,0,0,0,4940007410,0,0,0,0,0,0,0,0,2340003510,2600003900,0,0,13780020670,0,0,0,0,0,0,0,0,0,520000780,494007410,0,0,0,0,0,0,0,0,2860004290,5460008190,1820002730,0,0,0,2340003510,2340003510,4420006630,4680007020,2340003510,3640005460,2080003120,0,9360014040,7020010530,4420006630,1040001560,22360033540,0,13000019500,13260019890,Y
s241,1.424,218500000000,161900000000,153475000000,144820217230,0,0,70980106470,0,0,0,0,0,6500009750,0,0,0,0,0,0,0,0,13000390,27300040950,13000390,26000780,0,0,0,13000390,1452535630,1459037580,203580305370,260000390,260000390,0,0,260000390,0,0,0,61880092820,41340062010,0,18200027300,0,0,0,0,0,47840071760,0,0,0,0,24180036270,24180036270,0,0,131560197340,0,0,0,260000390,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,0,8580012870,32500048750,0,0,260000390,0,24180036270,23920035880,36140054210,36400054600,24180036270,42640063960,18200027300,0,121160181740,59540089310,17420026130,83460125190,205400308100,0,133640200460,132860199290,N
s242,2.881,23050000000,17150000000,8000000000,7280010920,0,0,12220018330,0,0,0,13000910,0,520000780,0,0,0,0,0,0,0,0,0,2340003510,0,0,0,0,0,0,157347190,157347190,21840032760,0,0,0,0,0,0,0,0,5460008190,2600003900,0,0,0,0,0,0,0,4940007410,0,0,0,26000390,1300001950,1300001950,0,0,7280010920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040001560,3380005070,0,0,260000390,0,2340003510,2340003510,1820002730,2600003900,1300001950,520000780,780001170,780001170,8580012870,3120004680,520000780,13000019500,12480018720,0,7280010920,7020010530,N
s243,1.315,109375000000,82625000000,83175000000,78260117390,0,0,31460047190,0,0,0,0,0,3380005070,0,0,0,0,0,0,0,0,0,17420026130,0,0,0,0,0,0,746423860,749024640,104260156390,0,0,0,0,0,0,0,0,31980047970,22880034320,0,5460008190,0,0,0,0,0,29640044460,0,0,0,26000390,11960017940,15080022620,0,0,71760107640,0,0,260000390,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500009750,20540030810,0,0,0,0,16380024570,13780020670,26000039000,15860023790,11960017940,21580032370,8580012870,0,66560099840,34580051870,11960017940,35100052650,114140171210,0,71760107640,72280108420,N
s244,0.631,64600000000,48050000000,102425000000,95940143910,0,0,6760010140,0,0,0,0,0,5200007800,0,0,0,0,0,0,0,0,13000390,13520020280,26000780,13000390,6502730,0,0,0,426527920,427828310,59540089310,0,0,0,0,0,0,0,0,14040021060,16640024960,0,0,0,0,0,0,0,30160045240,0,0,0,0,12220018330,17940026910,0,0,90220135330,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,13000390,0,3640005460,16120024180,0,0,260000390,0,15340023010,15860023790,21060031590,21320031980,17940026910,29380044070,11960017940,0,53040079560,39260058890,22620033930,7280010920,132080198120,0,90220135330,90220135330,N
s251,0.768,28300000000,20775000000,36825000000,34840052260,0,0,4420006630,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,7215216450,2600003900,429012870,364010920,58524570,0,0,0,180754210,182054600,25480038220,3640005460,1300001950,0,0,0,0,91002730,0,4940007410,4420006630,0,0,0,18200027300,0,0,0,0,0,0,0,0,5980008970,7800011700,0,0,33540050310,0,0,0,260000390,0,0,0,0,260000390,50440075660,1144017160,0,0,5824174720,0,0,0,0,3900005850,17940026910,25220037830,6760010140,0,0,0,9100013650,9100013650,11960017940,11960017940,5980008970,7280010920,1820002730,0,22360033540,17160025740,12480018720,4420006630,57460086190,0,33280049920,33280049920,Y
s252,1.643,57900000000,43150000000,35250000000,32760049140,0,0,21060031590,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,0,6760010140,0,0,0,0,0,0,383615050,387516220,52520078780,0,0,0,0,0,0,13000390,0,20540030810,9880014820,0,2080003120,0,0,0,0,0,11960017940,0,0,0,0,5980008970,6240009360,0,260000390,30160045240,0,0,0,260000390,0,0,0,0,0,0,312004680,0,0,0,0,0,0,0,0,1300001950,8840013260,520000780,0,0,0,5980008970,6240009360,11960017940,6240009360,5980008970,7280010920,4160006240,0,32500048750,12480018720,2860004290,21060031590,47840071760,0,30160045240,29900044850,N
s253,0.487,14000000000,10650000000,28775000000,26520039780,0,0,260000390,0,0,0,0,0,780001170,0,0,0,0,0,0,0,0,208006240,3120004680,0,0,0,0,0,0,92327690,88426520,13260019890,260000390,0,0,0,0,0,0,0,2340003510,3640005460,0,0,0,4420006630,0,0,0,0,0,0,0,0,4680007020,4940007410,0,0,26780040170,0,0,0,0,0,0,0,0,0,780001170,0,0,0,1495044850,0,0,0,0,0,5460008190,12740019110,0,0,260000390,0,6500009750,6500009750,4420006630,4680007020,3120004680,7540011310,3120004680,0,12740019110,9620014430,6240009360,260000390,34320051480,0,25220037830,24700037050,Y
s254,0.489,19575000000,14725000000,40050000000,38220057330,0,52001170,520000780,0,0,0,0,0,1820002730,0,871026130,0,0,0,0,0,0,2392071760,4160006240,429012870,416012480,19508190,0,0,0,127438220,128738610,17420026130,260000390,520000780,0,0,0,0,13000390,0,2340003510,4680007020,0,0,0,11700017550,0,0,0,0,0,0,0,0,5980008970,7280010920,0,0,35880053820,0,0,0,260000390,0,0,0,0,0,10400015600,416006240,0,0,0,0,0,0,0,0,3380005070,6760010140,2080003120,0,0,0,5980008970,5980008970,6760010140,6760010140,5980008970,15860023790,3120004680,4680007020,17940026910,15600023400,10660015990,780001170,55120082680,0,36660054990,36660054990,N
s255,0.984,47325000000,34900000000,48075000000,45500068250,0,0,11440017160,0,0,0,13000910,0,1820002730,0,0,0,0,0,0,0,0,0,3380005070,0,0,0,0,0,0,314694380,314694380,44980067470,0,0,0,0,0,0,13000390,0,14560021840,12480018720,0,1820002730,0,0,0,0,0,17940026910,0,0,0,0,5980008970,8840013260,0,0,41340062010,0,0,0,0,0,0,0,0,0,260000390,130001950,0,0,0,0,0,0,0,0,260000390,3640005460,520000780,0,0,0,9100013650,9100013650,4940007410,7280010920,5980008970,11960017940,5980008970,0,32240048360,17420026130,4680007020,12480018720,54600081900,0,42640063960,42380063570,N
s256,2.489,11450000000,8350000000,4600000000,4420006630,0,0,6500009750,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,286008580,780001170,13000390,0,6502730,0,0,0,81924570,80624180,11700017550,1560002340,5980008970,0,0,260000390,0,143004290,0,2600003900,1040001560,0,0,0,0,0,0,0,1300001950,0,0,0,0,780001170,1040001560,0,0,4160006240,0,260000390,0,0,0,0,0,0,0,3380005070,312004680,0,0,3302099060,0,0,0,0,1040001560,4680007020,9100013650,8580012870,0,260000390,0,1300001950,1560002340,1040001560,1300001950,1040001560,2080003120,260000390,260000390,3900005850,1560002340,520000780,6500009750,6500009750,0,3900005850,4160006240,N
s257,2.346,7800000000,5775000000,3325000000,2860004290,0,0,4420006630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247007410,0,273008190,91002730,182076440,0,0,0,49414820,49414820,7020010530,4420006630,3900005850,0,0,260000390,0,143004290,0,1300001950,780001170,0,0,0,0,0,0,0,1040001560,0,0,0,0,780001170,520000780,0,0,3380005070,0,0,260000390,260000390,0,0,0,0,2340003510,30680046020,338005070,0,0,5317159510,0,0,0,0,2340003510,5460008190,7020010530,260000390,0,0,0,520000780,260000390,520000780,520000780,520000780,1040001560,520000780,260000390,2600003900,1300001950,520000780,4680007020,4160006240,0,2860004290,2600003900,N
s258,1.4,1225000000,900000000,875000000,780001170,0,0,520000780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7802340,9102730,1040001560,0,0,0,0,0,0,0,0,260000390,260000390,0,260000390,0,0,0,0,0,260000390,0,0,0,0,0,260000390,0,0,780001170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000390,260000390,260000390,0,260000390,260000390,0,520000780,260000390,0,520000780,1300001950,0,780001170,1040001560,N
s261,0.633,9625000000,6925000000,15200000000,15340023010,0,0,1300001950,0,0,0,0,0,1040001560,0,234007020,0,0,0,0,0,0,2951088530,1300001950,494014820,429012870,71530030,0,0,0,63719110,62418720,9100013650,1040001560,780001170,0,0,0,0,0,0,1040001560,1820002730,0,0,0,4160006240,0,0,0,0,0,0,0,0,2860004290,2600003900,0,0,12480018720,0,0,0,0,0,0,0,0,0,22100033150,0,0,0,0,0,0,0,0,520000780,5460008190,8320012480,0,0,0,0,2600003900,2340003510,5460008190,5720008580,3380005070,5720008580,1300001950,0,8580012870,7280010920,5200007800,1300001950,25740038610,0,14560021840,14300021450,Y
s271,0.646,39250000000,28275000000,60800000000,55900083850,0,0,4160006240,0,0,0,0,0,1560002340,0,0,0,0,0,0,0,0,78002340,9880014820,0,0,0,0,0,0,253576050,253576050,36660054990,260000390,0,0,0,0,0,0,0,9360014040,9880014820,0,0,0,12220018330,0,0,0,0,0,0,0,0,9100013650,10660015990,0,0,54860082290,0,0,0,0,0,0,0,0,0,780001170,0,0,0,13000390,0,0,0,0,0,11960017940,33020049530,0,0,0,0,10920016380,14820022230,12220018330,11960017940,5980008970,16640024960,5720008580,0,31980047970,22880034320,13520020280,4160006240,76440114660,0,53040079560,53040079560,Y
s2710,0.583,16325000000,11725000000,28000000000,26000039000,0,0,1560002340,0,0,0,0,0,520000780,0,0,0,0,0,0,0,0,0,2080003120,13000390,0,0,0,0,0,105331590,106631980,15340023010,0,260000390,0,0,0,0,0,0,3640005460,4680007020,0,0,0,5200007800,0,0,0,0,0,0,0,0,4420006630,5460008190,0,0,26260039390,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3640005460,8580012870,0,0,0,0,7280010920,7020010530,3380005070,2860004290,2080003120,6760010140,2860004290,0,13780020670,10140015210,5460008190,1560002340,31980047970,0,25740038610,25480038220,Y
s2711,0.645,39200000000,28250000000,60800000000,56680085020,0,0,4160006240,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,91002730,10400015600,0,0,0,0,0,0,257477220,256176830,37440056160,0,0,0,0,0,0,0,0,9360014040,9880014820,0,0,0,12220018330,0,0,0,0,0,0,0,0,9360014040,10660015990,0,0,54600081900,0,0,0,0,0,0,0,0,0,520000780,0,0,0,13000390,0,0,0,0,0,11700017550,31720047580,0,0,0,0,10660015990,14040021060,11700017550,11700017550,5980008970,16380024570,5980008970,0,31980047970,22880034320,13260019890,4160006240,76700115050,0,53300079950,53560080340,Y
s2712,0.619,41625000000,29900000000,67250000000,63960095940,0,0,3640005460,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,52001560,10140015210,0,0,0,0,0,0,266579950,266579950,38480057720,260000390,0,0,0,0,0,0,0,9620014430,11440017160,0,0,0,11960017940,0,0,0,0,0,0,0,0,8840013260,11700017550,0,0,59280088920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11960017940,35100052650,0,0,0,0,11960017940,17680026520,12220018330,12220018330,6240009360,19240028860,6240009360,0,35620053430,26000039000,14300021450,3900005850,85800128700,0,61100091650,61360092040,Y
